"Id_Rssd","Event Date","Historical Event"
1206658,"1984-12-31","LARCH BANCORPORATION, INC. moved to 201 BROADWAY LARCHWOOD, IA."
1206658,"2002-09-09","LARCH BANCORPORATION, INC. moved to 430 HOLDER STREET LARCHWOOD, IA."
1206667,"1982-02-09","WEST SHORE BANK CORPORATION located at SCOTTVILLE, MI was established as a Bank Holding Company."
1206667,"1984-12-31","WEST SHORE BANK CORPORATION moved to 107 WEST STATE STREET SCOTTVILLE, MI."
1206667,"2002-02-05","WEST SHORE BANK CORPORATION moved to 201 WEST LOOMIS LUDINGTON, MI."
1206667,"2012-01-01","WEST SHORE BANK CORPORATION moved to 201 WEST LOOMIS STREET P.0. BOX 627 LUDINGTON, MI."
1206676,"1982-04-01","ELLETTSVILLE BANCSHARES, INC. located at ELLETTSVILLE, IN was established as a Bank Holding Company."
1206676,"1985-06-30","ELLETTSVILLE BANCSHARES, INC. moved to PO BOX 128 ELLETTSVILLE, IN."
1206676,"1996-02-01","ELLETTSVILLE BANCSHARES, INC. moved to 601 TEMPERANCE STREET ELLETTSVILLE, IN."
1206676,"2008-12-31","ELLETTSVILLE BANCSHARES, INC. moved to 601 EAST TEMPERANCE STREET ELLETTSVILLE, IN."
1206760,"1982-06-01","FIRST MID-ILLINOIS BANCSHARES, INC. located at MATTOON, IL was established as a Bank Holding Company."
1206760,"1982-12-31","FIRST MID-ILLINOIS BANCSHARES, INC. moved to 1515 CHARLESTON AVENUE MATTOON, IL."
1206760,"2001-12-12","FIRST MID-ILLINOIS BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1206760,"2011-08-18","FIRST MID-ILLINOIS BANCSHARES, INC. moved to 1421 CHARLESTON AVENUE MATTOON, IL."
1206779,"1982-03-03","CHEBELLE CORPORATION located at SOLON, IA was established as a Bank Holding Company."
1206779,"1984-12-31","CHEBELLE CORPORATION moved to 601 13TH STREET BELLE PLAINE, IA."
1206797,"1982-03-16","UPTOWN BANCORPORATION, INC. located at MOLINE, IL was established as a Bank Holding Company."
1206797,"1984-12-31","UPTOWN BANCORPORATION, INC. moved to 1601 15TH STREET MOLINE, IL."
1206797,"1992-02-22","UPTOWN BANCORPORATION, INC. moved to 600 MAIN STREET PO BOX 919 BRITTON, SD."
1206797,"2002-12-20","UPTOWN BANCORPORATION, INC. moved to 600 MAIN STREET BRITTON, SD."
1206911,"1982-06-01","OLD SECOND BANCORP, INC. located at AURORA, IL was established as a Bank Holding Company."
1206911,"1983-12-31","OLD SECOND BANCORP, INC. moved to 37 SOUTH RIVER STREET AURORA, IL."
1206911,"2001-09-12","OLD SECOND BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1206911,"2009-11-14","OLD SECOND BANCORP, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1207114,"1982-06-10","FIRST STATE BANK HOLDING COMPANY located at LYNNVILLE, IA was established as a Bank Holding Company."
1207114,"1984-12-31","FIRST STATE BANK HOLDING COMPANY moved to 413 EAST STREET LYNNVILLE, IA."
1207132,"1982-08-31","CITIZENS BANK HOLDING, INC. located at MUKWONAGO, WI was established as a Bank Holding Company."
1207132,"1984-12-31","CITIZENS BANK HOLDING, INC. moved to 301 NORTH ROCHESTER STREET MUKWONAGO, WI."
1207178,"1982-10-01","NBE BANCSHARES, INC. located at EARLVILLE, IL was established as a Bank Holding Company."
1207178,"1984-12-31","NBE BANCSHARES, INC. was renamed to NBE BANCSHARES, INC and moved to 137 SOUTH MAIN STREET EARLVILLE, IL."
1207178,"2012-01-01","NBE BANCSHARES, INC was renamed to NBE BANCSHARES, INC.."
1207208,"1982-07-01","CITBA FINANCIAL CORPORATION located at MOORESVILLE, IN was established as a Bank Holding Company."
1207208,"1983-12-31","CITBA FINANCIAL CORPORATION moved to 33 NORTH INDIANA STREET MOORESVILLE, IN."
1207338,"1982-07-30","SOUTHERN WISCONSIN BANCSHARES CORPORATION located at MINERAL POINT, WI was established as a Bank Holding Company."
1207338,"1984-12-31","SOUTHERN WISCONSIN BANCSHARES CORPORATION moved to 203 HIGH STREET MINERAL POINT, WI."
1207338,"2001-01-01","SOUTHERN WISCONSIN BANCSHARES CORPORATION moved to 1629 COLONIAL PARKWAY INVERNESS, IL."
1207392,"1983-01-14","UNITED COMMUNITY FINANCIAL CORPORATION located at WAYLAND, MI was established as a Bank Holding Company."
1207392,"1984-12-31","UNITED COMMUNITY FINANCIAL CORPORATION moved to 103 SOUTH MAIN STREET WAYLAND, MI."
1207392,"1997-09-02","UNITED COMMUNITY FINANCIAL CORPORATION moved to 900 EAST PARIS AVENUE SOUTHEAST GRAND RAPIDS, MI."
1207392,"2003-11-10","UNITED COMMUNITY FINANCIAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1207392,"2013-09-24","UNITED COMMUNITY FINANCIAL CORPORATION changed from Financial Holding Company - Domestic to Bank Holding Company."
1207392,"2014-12-23","UNITED COMMUNITY FINANCIAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1207431,"1982-07-15","FIRST AMERICAN BANK GROUP, LTD. located at FORT DODGE, IA was established as a Bank Holding Company."
1207431,"1982-12-31","FIRST AMERICAN BANK GROUP, LTD. moved to 1207 CENTRAL AVENUE FORT DODGE, IA."
1207431,"2004-04-27","FIRST AMERICAN BANK GROUP, LTD. was renamed to STARK BANK GROUP, LTD.."
1207431,"2007-07-20","STARK BANK GROUP, LTD. changed from Bank Holding Company to Financial Holding Company - Domestic."
1207459,"1982-10-26","WB BANCORP, INC. located at NEW BERLIN, IL was established as a Bank Holding Company."
1207459,"1988-05-17","WB BANCORP, INC. moved to 100 EAST ILLINOIS STREET PO BOX 19 NEW BERLIN, IL."
1207459,"1998-03-01","WB BANCORP, INC. moved to 702 WEST ILLINOIS STREET NEW BERLIN, IL."
1207468,"1982-07-30","W.S.B. INC. located at WASHINGTON, IA was established as a Bank Holding Company."
1207468,"1984-12-31","W.S.B. INC. was renamed to W.S.B., INC. and moved to 121 SOUTH MARION STREET WASHINGTON, IA."
1207468,"2012-01-01","W.S.B., INC. moved to 121 SOUTH MARION AVENUE WASHINGTON, IA."
1207486,"1983-03-15","MARQUETTE NATIONAL CORPORATION located at CHICAGO, IL was established as a Bank Holding Company."
1207486,"1985-12-31","MARQUETTE NATIONAL CORPORATION moved to 6316 SOUTH WESTERN CHICAGO, IL."
1207486,"2015-12-04","MARQUETTE NATIONAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1207516,"1982-08-11","OREGON BANCORP, INC. located at OREGON, WI was established as a Bank Holding Company."
1207516,"1985-06-30","OREGON BANCORP, INC. moved to 733 NORTH MAIN STREET OREGON, WI."
1207516,"2015-06-30","OREGON BANCORP, INC. moved to 750 3RD STREET NORTH, SUITE A LA CROSSE, WI."
1207552,"1982-08-31","MIDSTATE FINANCIAL CORP. located at BROWNSBURG, IN was established as a Bank Holding Company."
1207552,"1984-12-31","MIDSTATE FINANCIAL CORP. was renamed to MIDSTATE FINANCIAL CORPORATION and moved to 1 EAST MAIN STREET BROWNSBURG, IN."
1207561,"1982-08-30","FIRSNABANCO, INC. located at VIROQUA, WI was established as a Bank Holding Company."
1207561,"1985-08-29","FIRSNABANCO, INC. moved to 101 SOUTH MAIN STREET VIROQUA, WI."
1207673,"1983-01-31","MID-IOWA BANCSHARES CO. located at ALGONA, IA was established as a Bank Holding Company."
1207673,"1984-12-31","MID-IOWA BANCSHARES CO. moved to 5 EAST CALL ALGONA, IA."
1207673,"2000-03-13","MID-IOWA BANCSHARES CO. moved to 5 EAST CALL STREET ALGONA, IA and changed from Bank Holding Company to Financial Holding Company - Domestic."
1207682,"1982-09-16","DUNLAP IOWA HOLDING CO. located at DUNLAP, IA was established as a Bank Holding Company."
1207682,"1984-12-31","DUNLAP IOWA HOLDING CO. moved to 601 IOWA AVENUE DUNLAP, IA."
1207691,"1982-09-17","BIRNAMWOOD BANCSHARES, INC. located at BIRNAMWOOD, WI was established as a Bank Holding Company."
1207691,"1984-12-31","BIRNAMWOOD BANCSHARES, INC. was renamed to BANNER BANCORP, LTD. and moved to 312 MAPLE STREET BIRNAMWOOD, WI."
1207691,"2001-03-01","BANNER BANCORP, LTD. moved to 416 MAIN STREET BIRNAMWOOD, WI."
1207712,"1982-09-30","PONTIAC BANCORP, INC. located at PONTIAC, IL was established as a Bank Holding Company."
1207712,"1983-12-31","PONTIAC BANCORP, INC. moved to 300 WEST WASHINGTON PO BOX 710 PONTIAC, IL."
1207712,"2005-12-31","PONTIAC BANCORP, INC. moved to 300 WEST WASHINGTON PONTIAC, IL."
1207758,"1982-09-20","ROYAL BANCSHARES, INC. located at ROYAL, IA was established as a Bank Holding Company."
1207758,"1984-12-31","ROYAL BANCSHARES, INC. moved to 3RD AND MAIN ROYAL, IA."
1207758,"2012-01-01","ROYAL BANCSHARES, INC. moved to 202 3RD AVENUE ROYAL, IA."
1207785,"1982-09-24","TREYNOR BANCSHARES, INC. located at TREYNOR, IA was established as a Bank Holding Company."
1207785,"1984-12-31","TREYNOR BANCSHARES, INC. moved to 15 EAST MAIN STREET TREYNOR, IA."
1207815,"1982-11-09","CEDAR VALLEY BANKSHARES, LTD. located at CHARLES CITY, IA was established as a Bank Holding Company."
1207815,"1984-12-31","CEDAR VALLEY BANKSHARES, LTD. moved to 809 CLARK STREET CHARLES CITY, IA."
1207824,"1982-11-08","SOUTHERN MICHIGAN BANCORP, INC. located at COLDWATER, MI was established as a Bank Holding Company."
1207824,"1982-12-31","SOUTHERN MICHIGAN BANCORP, INC. moved to C/O SOUTHERN MICHIGAN NATL. BANK 51 WEST PEARL STREET COLDWATER, MI."
1207824,"1993-05-05","SOUTHERN MICHIGAN BANCORP, INC. moved to 51 WEST PEARL STREET SOUTHERN MICHIGAN BANK AND TRUST COLDWATER, MI."
1207824,"2012-01-01","SOUTHERN MICHIGAN BANCORP, INC. moved to 51 WEST PEARL STREET COLDWATER, MI."
1207824,"2016-04-15","SOUTHERN MICHIGAN BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1207860,"1983-01-01","GALVA INVESTMENT, INC. located at GALVA, IL was established as a Bank Holding Company."
1207860,"1984-12-31","GALVA INVESTMENT, INC. moved to 115 NORTHWEST THIRD AVENUE GALVA, IL."
1207860,"1992-01-01","GALVA INVESTMENT, INC. moved to 625 SOUTHEAST SECOND STREET GALVA, IL."
1207860,"2001-02-20","GALVA INVESTMENT, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1207945,"1983-02-16","MALTA BANCSHARES, INC. located at MALTA, IL was established as a Bank Holding Company."
1207945,"1984-12-31","MALTA BANCSHARES, INC. was renamed to RESOURCE BANCSHARES, INC.."
1207945,"1987-07-15","RESOURCE BANCSHARES, INC. moved to C/O THE FIRST NATIONAL BANK OF MALTA P.O. BOX 9 MALTA, IL."
1207945,"1992-05-22","RESOURCE BANCSHARES, INC. moved to 555 BETHANY ROAD DEKALB, IL."
1207945,"2000-07-27","RESOURCE BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1207945,"2010-01-01","RESOURCE BANCSHARES, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1207954,"1983-03-01","OWEN FINANCIAL CORPORATION located at SPENCER, IN was established as a Bank Holding Company."
1207954,"1984-12-31","OWEN FINANCIAL CORPORATION moved to 201 WEST MORGAN STREET SPENCER, IN."
1207972,"1982-11-30","SHELL ROCK BANCORPORATION located at SHELL ROCK, IA was established as a Bank Holding Company."
1207972,"1984-12-31","SHELL ROCK BANCORPORATION moved to 2024 3RD AVENUE NORTHWEST WAVERLY SECURITY STATE BANK SHELL ROCK, IA."
1207981,"1982-12-01","FORREST BANCSHARES, INC. located at FORREST, IL was established as a Bank Holding Company."
1207981,"1985-01-02","FORREST BANCSHARES, INC. moved to 133 EAST KRACK STREET FORREST, IL."
1208009,"1983-08-01","FIRST MANITOWOC BANCORP, INC. located at MANITOWOC, WI was established as a Bank Holding Company."
1208009,"1984-12-31","FIRST MANITOWOC BANCORP, INC. moved to 402 NORTH 8TH STREET P.O. BOX 10 MANITOWOC, WI."
1208009,"1990-09-24","FIRST MANITOWOC BANCORP, INC. moved to 402 NORTH 8TH STREET MANITOWOC, WI."
1208009,"2014-05-20","FIRST MANITOWOC BANCORP, INC. was renamed to BANK FIRST NATIONAL CORPORATION."
1208018,"1982-12-07","BEECHER BANCORP, INC. located at BEECHER, IL was established as a Bank Holding Company."
1208018,"1984-12-31","BEECHER BANCORP, INC. moved to 660 PENFIELD STREET FARMERS STATE BANK OF BEECHER BEECHER, IL."
1208018,"1997-06-27","BEECHER BANCORP, INC. was renamed to FIRST COMMUNITY BANCORP, INC.."
1208018,"2000-03-13","FIRST COMMUNITY BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1208018,"2000-12-11","FIRST COMMUNITY BANCORP, INC. moved to 1111 DIXIE HIGHWAY BEECHER, IL."
1208018,"2011-01-03","FIRST COMMUNITY BANCORP, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
1208054,"1982-12-10","FAIRMOUNT BANCORP, INC. located at FAIRMOUNT, IL was established as a Bank Holding Company."
1208054,"1984-12-31","FAIRMOUNT BANCORP, INC. moved to 109 SOUTH MAIN STREET FAIRMOUNT, IL."
1208054,"1999-06-03","FAIRMOUNT BANCORP, INC. was renamed to ILLINOIS NATIONAL BANCORP, INC. and moved to 322 EAST CAPITOL SPRINGFIELD, IL."
1208102,"1983-02-01","HARBOR SPRINGS FINANCIAL CORPORATION located at HARBOR SPRINGS, MI was established as a Bank Holding Company."
1208102,"1984-12-31","HARBOR SPRINGS FINANCIAL CORPORATION moved to 200 EAST MAIN STREET HARBOR SPRINGS, MI."
1208120,"1982-12-31","HEARTLAND BANCORP, INC. located at 99 NORTH ELM BOX 155, EL PASO, IL was established as a Bank Holding Company."
1208120,"1998-12-17","HEARTLAND BANCORP, INC. moved to 401 NORTH HERSHEY ROAD BOX 67 BLOOMINGTON, IL."
1208120,"2004-02-09","HEARTLAND BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1208120,"2008-12-31","HEARTLAND BANCORP, INC. moved to 401 NORTH HERSHEY ROAD BLOOMINGTON, IL."
1208148,"1982-12-29","FIRST LENA CORPORATION located at LENA, IL was established as a Bank Holding Company."
1208148,"1984-12-31","FIRST LENA CORPORATION moved to 102 WEST MAIN STREET LENA, IL."
1208148,"2012-01-01","FIRST LENA CORPORATION moved to 102 WEST MAIN STREET P.O. BOX 396 LENA, IL."
1208157,"1983-01-26","GRINNEL BANCSHARES, INC. located at GRINNELL, IA was established as a Bank Holding Company."
1208157,"1984-12-31","GRINNEL BANCSHARES, INC. was renamed to GRINNELL BANCSHARES, INC. and moved to 814 4TH AVENUE GRINNELL, IA."
1208184,"1983-03-31","FIRST MIDWEST BANCORP, INC. located at JOLIET, IL was established as a Bank Holding Company."
1208184,"1986-02-13","FIRST MIDWEST BANCORP, INC. moved to 1230 EAST DIEHL ROAD SUITE 302 NAPERVILLE, IL."
1208184,"1991-09-16","FIRST MIDWEST BANCORP, INC. moved to 50 EAST SHUMAN BOULEVARD SUITE 310 PO BOX 3086 NAPERVILLE, IL."
1208184,"1992-09-21","FIRST MIDWEST BANCORP, INC. moved to 184 SHUMAN BLVD PO BOX 3086 NAPERVILLE, IL."
1208184,"1995-06-30","FIRST MIDWEST BANCORP, INC. moved to 300 PARK BOULEVARD SUITE 405 ITASCA, IL."
1208184,"2005-04-25","FIRST MIDWEST BANCORP, INC. moved to ONE PIERCE PLACE SUITE 1500 ITASCA, IL."
1208184,"2012-01-01","FIRST MIDWEST BANCORP, INC. moved to ONE PIERCE PLACE, SUITE 1500 ITASCA, IL."
1208380,"1983-01-31","GUTHRIE COUNTY BANCSHARES, INC. located at GUTHRIE CENTER, IA was established as a Bank Holding Company."
1208380,"1984-12-31","GUTHRIE COUNTY BANCSHARES, INC. moved to 400 STATE STREET GUTHRIE CENTER, IA."
1208410,"1983-02-23","DRAKE HOLDING COMPANY located at RADCLIFFE, IA was established as a Bank Holding Company."
1208410,"1984-12-31","DRAKE HOLDING COMPANY was renamed to DRAKE HOLDING COMPANY, INC. and moved to SECURITY STATE BANK BUILDING 207 ISABELLA STREET P.O. BOX 130 RADCLIFFE, IA."
1208410,"1990-12-18","DRAKE HOLDING COMPANY, INC. was renamed to DRAKE HOLDING COMPANY and moved to 200 ISABELLA STREET RADCLIFFE, IA."
1208447,"1983-05-31","ARTHUR BANCSHARES CORP. located at ARTHUR, IL was established as a Bank Holding Company."
1208447,"1984-12-31","ARTHUR BANCSHARES CORP. moved to 411 SOUTH VINE ARTHUR, IL."
1208447,"2012-01-01","ARTHUR BANCSHARES CORP. moved to 411 SOUTH VINE STREET ARTHUR, IL."
1208483,"1983-03-31","FTS FINANCIAL, INC. located at WILLIAMSBURG, IA was established as a Bank Holding Company."
1208483,"1984-12-31","FTS FINANCIAL, INC. moved to 510 ELM STREET WILLIAMSBURG, IA."
1208504,"1983-08-01","ILLINOIS VALLEY BANCORP, INC. located at MORRIS, IL was established as a Bank Holding Company."
1208504,"1984-12-31","ILLINOIS VALLEY BANCORP, INC. moved to 201 LIBERTY STREET MORRIS, IL."
1208513,"1983-04-14","MID ILLINOIS BANCORP, INC. located at PEORIA, IL was established as a Bank Holding Company."
1208513,"1984-12-31","MID ILLINOIS BANCORP, INC. moved to 2119 SOUTH WEST ADAMS STREET PEORIA, IL."
1208513,"2012-01-01","MID ILLINOIS BANCORP, INC. moved to 2119 SOUTHWEST ADAMS STREET PEORIA, IL."
1208531,"1983-07-05","TOWN & COUNTRY BANCORP, INC. located at SPRINGFIELD, IL was established as a Bank Holding Company."
1208531,"1984-12-31","TOWN & COUNTRY BANCORP, INC. moved to 1925 SOUTH MACARTHUR BOULEVARD SPRINGFIELD, IL."
1208531,"2000-11-20","TOWN & COUNTRY BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1208531,"2005-01-25","TOWN & COUNTRY BANCORP, INC. was renamed to TOWN AND COUNTRY FINANCIAL CORPORATION and moved to 3601 WABASH AVENUE SPRINGFIELD, IL."
1208559,"1983-06-14","FIRST MERCHANTS CORPORATION located at MUNCIE, IN was established as a Bank Holding Company."
1208559,"1983-12-31","FIRST MERCHANTS CORPORATION moved to 200 EAST JACKSON STREET MUNCIE, IN."
1208559,"2000-08-28","FIRST MERCHANTS CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1208577,"1983-05-16","PORT BANCSHARES, INC. located at PORT WASHINGTON, WI was established as a Bank Holding Company."
1208577,"1984-12-31","PORT BANCSHARES, INC. moved to 206 NORTH FRANKLIN STREET PORT WASHINGTON, WI."
1208595,"1983-05-02","TERRE HAUTE FIRST CORPORATION located at TERRE HAUTE, IN was established as a Bank Holding Company."
1208595,"1984-12-31","TERRE HAUTE FIRST CORPORATION was renamed to FIRST FINANCIAL CORPORATION and moved to ONE FIRST FINANCIAL PLAZA TERRE HAUTE, IN."
1208595,"2000-12-14","FIRST FINANCIAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1208652,"1983-04-19","RUSHVILLE BANCSHARES, INC. located at RUSHVILLE, IL was established as a Bank Holding Company."
1208652,"1984-12-31","RUSHVILLE BANCSHARES, INC. moved to LIBERTY AND LAFAYETTE RUSHVILLE, IL."
1208652,"2012-01-01","RUSHVILLE BANCSHARES, INC. moved to 100 EAST LAFAYETTE STREET RUSHVILLE, IL."
1208698,"1983-05-11","STOCKBRIDGE BANCORPORATION, INC. located at STOCKBRIDGE, MI was established as a Bank Holding Company."
1208698,"1984-12-31","STOCKBRIDGE BANCORPORATION, INC. moved to 122 WEST MAIN STREET STOCKBRIDGE, MI."
1208728,"1983-05-16","ST. ANSGAR BANCORPORATION located at SAINT ANSGAR, IA was established as a Bank Holding Company."
1208728,"1984-12-31","ST. ANSGAR BANCORPORATION moved to 237 WEST FOURTH STREET SAINT ANSGAR, IA."
1208885,"1983-09-21","PILOT BANCORP, INC. located at PILOT GROVE, IA was established as a Bank Holding Company."
1208885,"1984-12-31","PILOT BANCORP, INC. moved to 1341 PILOT GROVE ROAD PILOT GROVE, IA."
1208906,"1983-10-31","LAKELAND FINANCIAL CORPORATION located at WARSAW, IN was established as a Bank Holding Company."
1208906,"1984-01-10","LAKELAND FINANCIAL CORPORATION moved to 202 EAST CENTER STREET WARSAW, IN."
1208906,"2012-05-30","LAKELAND FINANCIAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
1208933,"1983-07-11","ALBANK CORPORATION located at CHICAGO, IL was established as a Bank Holding Company."
1208933,"1984-12-31","ALBANK CORPORATION moved to 3400 WEST LAWRENCE AVENUE CHICAGO, IL."
1208951,"1983-09-30","CITIZENS FINANCIAL CORPORATION located at FORT ATKINSON, WI was established as a Bank Holding Company."
1208951,"1988-05-23","CITIZENS FINANCIAL CORPORATION moved to 220 GRANT STREET FORT ATKINSON, WI."
1208979,"1983-10-01","GIFFORD BANCORP, INC. located at GIFFORD, IL was established as a Bank Holding Company."
1208979,"1984-12-31","GIFFORD BANCORP, INC. moved to P.O. BOX 68 GIFFORD, IL."
1208979,"1990-11-05","GIFFORD BANCORP, INC. moved to 304 MAIN GIFFORD, IL."
1208979,"2008-12-31","GIFFORD BANCORP, INC. moved to 304 MAIN STREET GIFFORD, IL."
1208979,"2012-01-01","GIFFORD BANCORP, INC. moved to 304 SOUTH MAIN STREET GIFFORD, IL."
1208988,"1984-05-01","FIRST LACON CORP. located at LACON, IL was established as a Bank Holding Company."
1208988,"1984-12-31","FIRST LACON CORP. moved to 111 SOUTH BROAD STREET LACON, IL."
1209024,"1983-07-28","HALBUR BANCSHARES, INC. located at HALBUR, IA was established as a Bank Holding Company."
1209024,"1984-12-31","HALBUR BANCSHARES, INC. moved to 103 NORTH MAIN STREET PO BOX 53 HALBUR, IA."
1209024,"2005-03-31","HALBUR BANCSHARES, INC. moved to 401 1ST STREET HALBUR, IA."
1209024,"2008-12-31","HALBUR BANCSHARES, INC. moved to 401 1ST STREET WESTSIDE, IA."
1209042,"1983-10-01","CENTRE 1 BANCORP, INC. located at BELOIT, WI was established as a Bank Holding Company."
1209042,"1984-12-31","CENTRE 1 BANCORP, INC. moved to 345 EAST GRAND AVENUE BELOIT, WI."
1209042,"2000-06-16","CENTRE 1 BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1209088,"1983-08-15","MANTENO BANCSHARES, INC. located at MANTENO, IL was established as a Bank Holding Company."
1209088,"1987-06-12","MANTENO BANCSHARES, INC. moved to 303 SECTION LINE ROAD MANTENO, IL."
1209088,"2001-06-29","MANTENO BANCSHARES, INC. was renamed to HOMESTAR FINANCIAL GROUP, INC. and moved to 3 DIVERSATECH DRIVE MANTENO, IL."
1209109,"1983-07-29","INDIANA UNITED BANCORP located at GREENSBURG, IN was established as a Bank Holding Company."
1209109,"1983-12-31","INDIANA UNITED BANCORP moved to 201 NORTH BROADWAY GREENSBURG, IN."
1209109,"2002-05-01","INDIANA UNITED BANCORP was renamed to MAINSOURCE FINANCIAL GROUP, INC.."
1209109,"2004-12-23","MAINSOURCE FINANCIAL GROUP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
1209109,"2007-11-01","MAINSOURCE FINANCIAL GROUP, INC. moved to 2105 NORTH STATE ROAD 3 BYPASS GREENSBURG, IN."
1209136,"1983-10-31","HORIZON BANCORP located at MICHIGAN CITY, IN was established as a Bank Holding Company."
1209136,"1983-12-31","HORIZON BANCORP moved to 515 FRANKLIN SQUARE MICHIGAN CITY, IN."
1209136,"2012-07-03","HORIZON BANCORP changed from Bank Holding Company to Financial Holding Company - Domestic."
1209145,"1983-08-01","BRIDGEVIEW BANCORP, INC. located at BRIDGEVIEW, IL was established as a Bank Holding Company."
1209145,"1984-12-31","BRIDGEVIEW BANCORP, INC. moved to 7940 SOUTH HARLEM AVENUE BRIDGEVIEW, IL."
1209172,"1983-10-11","OLD O'BRIEN BANC SHARES, INC. located at SUTHERLAND, IA was established as a Bank Holding Company."
1209172,"1984-12-31","OLD O'BRIEN BANC SHARES, INC. moved to 109 WEST SECOND STREET SUTHERLAND, IA."
1209181,"1984-04-30","HOME STATE BANCORP, INC. located at CRYSTAL LAKE, IL was established as a Bank Holding Company."
1209181,"1984-12-31","HOME STATE BANCORP, INC. moved to 40 GRANT STREET CRYSTAL LAKE, IL."
1209190,"1983-11-30","SECURITY CHICAGO CORPORATION located at CHICAGO, IL was established as a Bank Holding Company."
1209190,"1984-12-31","SECURITY CHICAGO CORPORATION moved to 196 EAST PEARSON CHICAGO, IL."
1209190,"2012-12-31","SECURITY CHICAGO CORPORATION moved to 190 EAST DELAWARE PLACE CHICAGO, IL."
1209211,"1983-09-12","LUANA BANCORPORATION located at LUANA, IA was established as a Bank Holding Company."
1209211,"1984-12-31","LUANA BANCORPORATION moved to 302 MAIN STREET LUANA, IA."
1209211,"2006-11-18","LUANA BANCORPORATION moved to 100 HARVEST LUANA, IA."
1209211,"2012-01-01","LUANA BANCORPORATION moved to 100 HARVEST DRIVE LUANA, IA."
1209248,"1983-10-11","BARABOO BANCORPORATION, INC. located at BARABOO, WI was established as a Bank Holding Company."
1209248,"1984-12-31","BARABOO BANCORPORATION, INC. was renamed to BARABOO BANCORPORATION, INC., THE and moved to 101 THIRD AVENUE BARABOO, WI."
1209248,"2000-10-11","BARABOO BANCORPORATION, INC., THE changed from Bank Holding Company to Financial Holding Company - Domestic."
1209248,"2002-08-08","BARABOO BANCORPORATION, INC., THE changed from Financial Holding Company - Domestic to Bank Holding Company."
1209275,"1983-11-23","FNB HARTFORD BANCORP, INC. located at HARTFORD, WI was established as a Bank Holding Company."
1209275,"1984-12-31","FNB HARTFORD BANCORP, INC. was renamed to FNB HARTFORD BANCORP., INC. and moved to 116 WEST SUMNER STREET HARTFORD, WI."
1209275,"2012-01-01","FNB HARTFORD BANCORP., INC. was renamed to FNB HARTFORD BANCORP, INC.."
1209284,"1983-10-31","FARMERS STATE BANCORPORATION, INC. located at WAUPACA, WI was established as a Bank Holding Company."
1209284,"1984-12-31","FARMERS STATE BANCORPORATION, INC. moved to 112 WEST FULTON WAUPACA, WI."
1209284,"1993-03-25","FARMERS STATE BANCORPORATION, INC. moved to P.O. BOX 289 WAUPACA, WI."
1209284,"1993-05-27","FARMERS STATE BANCORPORATION, INC. moved to 112 WEST FULTON WAUPACA, WI."
1209284,"2012-01-01","FARMERS STATE BANCORPORATION, INC. moved to 112 WEST FULTON STREET WAUPACA, WI."
1209323,"1984-07-20","LASALLE BANCORP, INC. located at LA SALLE, IL was established as a Bank Holding Company."
1209323,"1984-12-31","LASALLE BANCORP, INC. moved to 105 MARQUETTE STREET LA SALLE, IL."
1209323,"2006-01-23","LASALLE BANCORP, INC. moved to 260 BUCKLIN STREET LA SALLE, IL."
1209426,"1983-11-01","RIVER VALLEY BANCORPORATION, INC. located at ROTHSCHILD, WI was established as a Bank Holding Company."
1209426,"1984-12-31","RIVER VALLEY BANCORPORATION, INC. moved to 3210 EAST MAIN STREET MERRILL, WI."
1209426,"2005-06-27","RIVER VALLEY BANCORPORATION, INC. moved to 327 NORTH 17TH AVENUE, SUITE 200 WAUSAU, WI."
1209426,"2008-12-31","RIVER VALLEY BANCORPORATION, INC. moved to 327 NORTH 17TH AVENUE WAUSAU, WI."
1209444,"1983-12-31","GUARANTY BANKSHARES, LTD. located at CEDAR RAPIDS, IA was established as a Bank Holding Company."
1209444,"1984-12-31","GUARANTY BANKSHARES, LTD. moved to 302 3RD AVENUE SOUTHEAST CEDAR RAPIDS, IA."
1209444,"2001-06-01","GUARANTY BANKSHARES, LTD. changed from Bank Holding Company to Financial Holding Company - Domestic."
